Order ID,Ship Date,Ship Mode
CA-2019-149909,2019-11-17,Standard Class
CA-2019-146675,2019-04-20,Standard Class
CA-2020-118332,2020-12-23,Standard Class
CA-2020-133669,2020-10-27,Standard Class
CA-2021-145660,2021-12-03,First Class
CA-2020-133697,2020-10-24,Second Class
CA-2021-148138,2021-10-03,Standard Class
CA-2021-119809,2021-08-25,Standard Class
CA-2021-149944,2021-11-16,Second Class
CA-2018-128538,2018-10-15,Standard Class
CA-2019-161711,2019-12-03,Standard Class
US-2019-129553,2019-08-02,Standard Class
CA-2020-160220,2020-10-26,Standard Class
US-2021-157224,2021-09-18,Second Class
CA-2021-140627,2021-12-27,Standard Class
CA-2019-133445,2019-10-09,Standard Class
CA-2018-148782,2018-11-07,Standard Class
CA-2020-148208,2020-01-27,Standard Class
CA-2021-127656,2021-07-17,Standard Class
US-2021-142188,2021-09-11,Same Day
CA-2020-144400,2020-02-27,Standard Class
US-2020-155180,2020-01-29,Standard Class
CA-2019-134075,2019-12-16,Standard Class
US-2020-131912,2020-11-01,Second Class
CA-2021-141572,2021-05-31,Second Class
CA-2018-134621,2018-12-28,Standard Class
CA-2020-165561,2020-11-28,Standard Class
CA-2019-112305,2019-11-25,Standard Class
CA-2021-121580,2021-06-04,Standard Class
CA-2018-101147,2018-12-04,First Class
CA-2018-165806,2018-04-07,Same Day
CA-2019-151624,2019-09-14,Standard Class
CA-2021-139444,2021-09-15,Standard Class
CA-2019-133977,2019-09-08,Second Class
CA-2021-141425,2021-11-06,Second Class
CA-2019-133536,2019-03-30,Second Class
CA-2019-150441,2019-08-17,Second Class
CA-2019-162607,2019-05-18,Standard Class
CA-2021-103506,2021-07-27,Standard Class
CA-2020-132479,2020-09-26,First Class
CA-2021-160724,2021-05-10,Standard Class
US-2020-115952,2020-10-06,Same Day
CA-2018-146731,2018-11-08,Standard Class
CA-2019-115392,2019-10-04,Second Class
CA-2021-102379,2021-12-06,Standard Class
CA-2021-149706,2021-12-12,First Class
US-2020-139087,2020-07-22,Second Class
CA-2021-152226,2021-05-16,Standard Class
CA-2019-116484,2019-11-26,Standard Class
CA-2020-100944,2020-09-28,Standard Class
CA-2020-125080,2020-10-26,Standard Class
CA-2020-121020,2020-10-31,Standard Class
CA-2018-100090,2018-07-12,Standard Class
US-2019-139675,2019-03-18,Second Class
CA-2021-143756,2021-12-05,First Class
CA-2019-151253,2019-04-26,Standard Class
CA-2018-141152,2018-09-19,First Class
CA-2018-141313,2019-01-01,Standard Class
CA-2018-169852,2018-10-26,Standard Class
CA-2021-107314,2021-12-03,First Class
US-2018-161305,2018-06-12,Standard Class
CA-2021-166919,2021-11-27,Standard Class
CA-2021-162712,2021-06-20,Second Class
CA-2021-107552,2021-05-05,Same Day
CA-2020-163328,2020-11-06,Second Class
CA-2018-112837,2018-09-16,Standard Class
CA-2021-120019,2021-02-21,Standard Class
CA-2018-100762,2018-11-29,Standard Class
CA-2021-161459,2021-11-29,Second Class
CA-2021-160017,2021-10-02,Standard Class
CA-2018-123316,2018-10-17,Standard Class
CA-2018-141299,2018-06-07,Second Class
CA-2018-104402,2018-06-23,Standard Class
CA-2019-110289,2019-11-02,Standard Class
CA-2018-167927,2018-01-26,Standard Class
CA-2018-133305,2018-07-15,Standard Class
CA-2020-165995,2020-09-06,Standard Class
CA-2021-143112,2021-10-09,Standard Class
US-2020-105830,2021-01-02,First Class
CA-2019-146255,2019-03-10,First Class
CA-2021-104822,2021-10-20,Same Day
CA-2019-104486,2019-05-06,Standard Class
CA-2021-161557,2021-09-08,Standard Class
CA-2021-161130,2021-11-08,Standard Class
US-2019-161347,2019-09-19,Standard Class
US-2019-109015,2019-09-12,Standard Class
CA-2018-110611,2018-10-13,Standard Class
CA-2021-139080,2021-01-28,Standard Class
CA-2019-115693,2019-12-15,Standard Class
US-2018-107993,2018-11-30,Standard Class
CA-2021-110443,2021-11-25,Standard Class
CA-2021-144848,2021-04-05,First Class
US-2021-147998,2021-05-24,Standard Class
CA-2020-103919,2020-10-07,Standard Class
CA-2020-113425,2020-11-21,Same Day
CA-2021-143035,2021-10-05,Second Class
CA-2018-107811,2018-05-03,Standard Class
CA-2020-163216,2020-10-10,First Class
US-2020-116442,2020-12-22,Standard Class
CA-2021-150623,2021-04-14,Standard Class
US-2018-163797,2018-04-13,Standard Class
CA-2020-127236,2020-04-02,Standard Class
US-2021-104661,2021-01-18,First Class
CA-2018-134103,2018-02-04,Standard Class
CA-2019-147529,2019-02-11,Standard Class
CA-2020-129126,2020-12-19,Standard Class
CA-2021-131632,2021-11-04,Standard Class
CA-2021-151981,2021-08-12,Standard Class
CA-2021-125472,2021-05-31,First Class
CA-2019-156328,2019-12-05,Standard Class
CA-2021-154074,2021-09-02,Second Class
CA-2021-161774,2021-05-15,First Class
CA-2021-151211,2021-08-23,Standard Class
CA-2021-142671,2021-11-14,Second Class
CA-2021-144750,2021-08-21,Same Day
CA-2020-111976,2020-03-12,Standard Class
CA-2020-140130,2020-11-05,Standard Class
CA-2018-159121,2018-08-01,Standard Class
CA-2019-149650,2019-10-27,First Class
CA-2021-115777,2021-08-24,Standard Class
CA-2020-143714,2020-05-27,Standard Class
CA-2018-165764,2018-11-07,Standard Class
CA-2019-121405,2019-04-04,Standard Class
US-2021-116897,2021-05-29,First Class
US-2021-113992,2021-12-19,Standard Class
CA-2018-166891,2018-10-06,First Class
CA-2020-101161,2020-10-20,Standard Class
CA-2019-151785,2019-03-10,Standard Class
US-2021-119816,2021-03-06,Second Class
CA-2019-156510,2019-09-29,Standard Class
US-2019-110261,2019-12-23,Second Class
CA-2019-125710,2019-10-13,Standard Class
CA-2021-161102,2021-08-03,First Class
CA-2018-110065,2018-08-11,Standard Class
US-2021-133361,2021-05-17,First Class
US-2020-155404,2020-09-28,Standard Class
CA-2019-114503,2019-11-17,Standard Class
CA-2021-153080,2021-05-25,Second Class
CA-2020-163804,2020-12-08,Standard Class
CA-2019-108532,2019-09-02,Standard Class
CA-2018-151897,2018-06-10,Standard Class
CA-2020-113292,2020-03-20,Second Class
CA-2018-149524,2018-01-15,First Class
CA-2021-140872,2021-06-10,Standard Class
CA-2021-113908,2021-06-09,Standard Class
CA-2019-120621,2019-03-26,Standard Class
US-2021-148866,2021-09-24,Standard Class
CA-2018-149594,2018-09-19,Standard Class
CA-2020-113845,2020-11-25,Standard Class
CA-2021-111262,2021-11-01,Second Class
CA-2019-103135,2019-07-28,Standard Class
CA-2018-129147,2018-11-06,Standard Class
CA-2021-128265,2021-11-22,Second Class
CA-2020-152331,2020-06-30,Standard Class
US-2020-128909,2020-10-11,Second Class
CA-2021-102197,2021-12-26,Standard Class
CA-2021-167640,2021-03-10,Standard Class
US-2021-116652,2021-09-19,Standard Class
CA-2021-138289,2021-01-18,Second Class
CA-2020-129308,2020-07-13,Standard Class
CA-2020-157791,2020-12-28,Second Class
CA-2018-146864,2018-12-26,Standard Class
CA-2018-103744,2018-02-27,Standard Class
US-2021-107384,2021-12-08,Standard Class
CA-2018-128209,2018-11-22,Standard Class
CA-2018-169684,2018-10-23,First Class
CA-2019-109862,2019-10-30,Standard Class
US-2021-107888,2021-11-19,First Class
US-2021-154872,2021-05-18,Standard Class
CA-2018-113880,2018-03-05,Standard Class
US-2019-164966,2019-08-01,First Class
CA-2019-126739,2019-11-03,Second Class
CA-2021-161578,2021-12-21,Second Class
CA-2018-137092,2018-10-22,Second Class
CA-2019-166947,2019-06-10,Standard Class
CA-2020-160941,2020-07-26,Standard Class
CA-2021-144680,2021-04-02,First Class
CA-2018-166086,2018-05-12,Standard Class
CA-2021-131282,2021-02-08,Second Class
CA-2018-100678,2018-04-22,Standard Class
CA-2020-161543,2020-05-16,Standard Class
CA-2020-160535,2020-11-30,Standard Class
CA-2021-123085,2021-03-08,Standard Class
CA-2019-153752,2019-12-11,Second Class
CA-2018-103660,2018-08-30,Standard Class
CA-2020-169887,2020-10-22,Same Day
CA-2020-148516,2020-08-11,Standard Class
CA-2021-104731,2021-07-27,Standard Class
CA-2018-164749,2018-03-26,First Class
CA-2019-103716,2019-05-06,Standard Class
CA-2020-126795,2020-06-16,Second Class
CA-2019-146290,2019-05-11,Standard Class
CA-2021-157112,2021-04-26,First Class
CA-2018-169257,2018-06-12,Standard Class
CA-2018-154095,2018-12-07,Standard Class
CA-2021-146346,2021-06-20,First Class
CA-2020-148852,2020-05-31,Standard Class
US-2019-118906,2019-03-10,Same Day
CA-2020-168921,2020-10-22,First Class
CA-2019-107678,2019-04-28,Standard Class
CA-2020-123512,2020-06-19,First Class
US-2021-167402,2021-01-18,Second Class
CA-2018-130449,2018-09-09,First Class
CA-2019-141250,2019-01-23,Standard Class
CA-2018-145541,2018-12-21,Standard Class
CA-2018-138513,2018-05-27,Standard Class
CA-2019-135489,2019-09-22,Second Class
CA-2019-125696,2019-10-06,Standard Class
CA-2020-105081,2020-12-30,Standard Class
US-2020-146857,2020-05-08,Second Class
CA-2020-166275,2020-10-24,Same Day
CA-2021-144498,2021-05-06,Same Day
CA-2021-103352,2021-11-30,Second Class
CA-2018-108609,2018-11-02,Second Class
CA-2021-128328,2021-08-09,Standard Class
US-2019-156496,2019-08-16,Standard Class
US-2020-127334,2020-12-21,Standard Class
US-2021-124779,2021-09-11,First Class
CA-2021-135937,2021-02-27,Standard Class
CA-2019-129322,2019-08-10,Second Class
CA-2021-162173,2021-11-01,Standard Class
CA-2020-115483,2020-07-18,Second Class
CA-2021-122175,2021-05-14,Second Class
CA-2021-161088,2021-05-29,Standard Class
CA-2018-154837,2018-08-27,Second Class
CA-2019-153794,2019-09-16,Standard Class
CA-2019-135510,2019-09-12,Standard Class
CA-2019-109337,2019-11-23,Second Class
CA-2018-150329,2018-10-14,Standard Class
CA-2021-145037,2021-09-07,Second Class
CA-2021-154466,2021-01-02,First Class
CA-2018-109134,2018-11-10,Standard Class
US-2019-129637,2019-12-22,Standard Class
CA-2019-165162,2019-05-21,Standard Class
CA-2021-140494,2021-03-15,Second Class
CA-2021-104108,2021-12-09,Standard Class
US-2021-165869,2021-08-05,Standard Class
CA-2021-160899,2021-08-13,Second Class
CA-2021-144225,2021-10-02,Second Class
US-2020-163538,2020-08-30,Standard Class
US-2020-155103,2020-12-07,Standard Class
CA-2021-145429,2021-07-25,Standard Class
CA-2019-153535,2019-05-24,Standard Class
CA-2019-139164,2019-06-28,Standard Class
CA-2020-112277,2020-09-15,Standard Class
CA-2018-167724,2018-04-18,Standard Class
CA-2019-123141,2019-11-19,Standard Class
CA-2020-149503,2020-12-12,First Class
CA-2021-163069,2021-08-21,Second Class
CA-2021-107629,2021-12-14,Same Day
CA-2020-134789,2020-04-15,Standard Class
CA-2020-130442,2020-12-19,First Class
CA-2021-102974,2021-09-24,Standard Class
US-2021-166394,2021-09-06,Second Class
CA-2020-128811,2020-09-16,Standard Class
CA-2021-145443,2021-08-15,Second Class
CA-2020-165827,2020-11-09,Standard Class
CA-2019-156734,2019-06-20,First Class
CA-2018-120096,2018-07-07,First Class
CA-2019-141754,2019-12-25,Standard Class
CA-2020-123358,2020-04-17,Standard Class
CA-2018-144029,2018-05-31,Standard Class
US-2021-101784,2021-07-11,Standard Class
CA-2019-156923,2019-02-20,Standard Class
CA-2021-111269,2021-06-18,Second Class
CA-2021-159156,2021-11-16,First Class
CA-2021-100230,2021-12-15,Standard Class
CA-2020-154767,2020-06-30,Second Class
CA-2021-124205,2021-09-19,Standard Class
CA-2021-165715,2021-12-08,Standard Class
CA-2021-100636,2021-06-30,Standard Class
CA-2020-162943,2020-07-26,Second Class
CA-2020-144764,2020-09-08,Standard Class
CA-2021-100615,2021-04-24,Standard Class
CA-2018-109302,2018-08-16,Standard Class
CA-2021-139787,2021-09-23,Standard Class
CA-2021-139402,2021-12-13,Standard Class
CA-2020-119018,2020-11-08,Standard Class
CA-2019-105361,2019-04-04,Standard Class
US-2020-152373,2020-09-11,Standard Class
US-2021-166037,2021-02-01,Standard Class
US-2020-147711,2020-09-08,Second Class
CA-2021-121293,2021-07-28,Second Class
CA-2019-118843,2019-09-20,Standard Class
CA-2019-161445,2019-09-09,Second Class
CA-2020-124527,2020-11-17,First Class
CA-2020-162348,2020-11-15,Standard Class
CA-2018-141005,2018-08-18,First Class
CA-2019-145394,2019-11-20,Standard Class
CA-2019-168809,2019-08-25,Same Day
CA-2020-109827,2021-01-01,Standard Class
CA-2018-152233,2018-10-06,First Class
CA-2018-125682,2018-11-25,First Class
CA-2021-162880,2021-12-29,Standard Class
CA-2019-128125,2019-04-05,Standard Class
CA-2021-156237,2021-09-15,First Class
CA-2018-144414,2018-06-21,Standard Class
CA-2021-163860,2022-01-01,Standard Class
US-2021-115609,2021-11-07,Standard Class
CA-2019-154291,2019-07-29,Standard Class
CA-2020-118689,2020-10-09,Standard Class
CA-2020-140438,2020-12-27,Second Class
US-2021-123204,2021-07-27,Standard Class
CA-2019-112522,2019-10-17,Standard Class
CA-2020-153101,2020-09-08,Same Day
CA-2020-142615,2020-11-24,Standard Class
CA-2021-142643,2021-10-20,Standard Class
CA-2019-116260,2019-07-12,Standard Class
CA-2021-107517,2021-02-09,Standard Class
CA-2019-166338,2019-12-07,First Class
CA-2020-123946,2020-09-17,Standard Class
CA-2018-147543,2018-07-12,Standard Class
US-2020-159093,2020-05-14,Standard Class
CA-2020-162110,2020-07-22,Standard Class
US-2020-163461,2020-06-21,First Class
CA-2018-101462,2018-04-25,Standard Class
US-2020-100461,2020-01-12,Standard Class
US-2021-162670,2021-12-28,Second Class
CA-2021-128965,2021-04-22,Standard Class
CA-2021-138618,2021-12-08,Standard Class
US-2020-126452,2020-08-28,Standard Class
CA-2020-145009,2020-12-08,Second Class
CA-2019-162544,2019-12-19,First Class
CA-2018-124394,2018-10-22,Second Class
US-2020-121013,2020-09-10,Standard Class
US-2019-123918,2019-10-15,Same Day
CA-2019-137113,2019-12-05,Second Class
CA-2019-120677,2019-06-04,Standard Class
CA-2021-123036,2021-09-17,Standard Class
CA-2021-120222,2021-05-02,Standard Class
CA-2021-164756,2021-09-22,Standard Class
CA-2021-122028,2021-08-25,Standard Class
US-2019-165512,2019-05-26,Second Class
CA-2019-140557,2019-09-11,Standard Class
US-2021-135013,2021-07-24,Same Day
CA-2021-111220,2021-09-08,Standard Class
US-2021-149006,2021-12-08,Second Class
CA-2021-149468,2021-05-20,Same Day
CA-2020-140249,2020-10-03,Standard Class
US-2021-135503,2021-12-15,Standard Class
CA-2018-126277,2018-09-18,Second Class
US-2021-115301,2021-08-02,Standard Class
CA-2021-168942,2021-08-05,Second Class
US-2021-128398,2021-05-05,Second Class
CA-2019-104115,2019-06-16,Standard Class
CA-2018-142510,2018-12-29,Standard Class
CA-2018-124247,2018-12-21,Standard Class
CA-2020-105473,2020-04-18,Second Class
CA-2019-102806,2019-05-28,Standard Class
CA-2021-121706,2021-03-02,Standard Class
CA-2021-109211,2021-04-10,Standard Class
CA-2019-134257,2019-03-19,Second Class
CA-2019-137925,2019-12-04,Standard Class
CA-2020-140046,2020-08-03,Standard Class
CA-2020-140382,2020-06-25,Second Class
CA-2018-164182,2018-07-18,Standard Class
CA-2021-137365,2021-12-03,Second Class
CA-2020-129847,2020-09-04,First Class
CA-2018-126963,2018-06-15,Same Day
CA-2020-125094,2020-11-09,Standard Class
CA-2021-107132,2021-06-30,Standard Class
CA-2019-139248,2019-07-30,Standard Class
CA-2018-148369,2018-09-27,Standard Class
CA-2020-106243,2020-10-04,Standard Class
CA-2019-126466,2019-11-13,Standard Class
CA-2019-130365,2019-04-29,Standard Class
CA-2021-143021,2021-11-19,Same Day
CA-2019-161767,2019-11-24,Standard Class
CA-2019-129917,2019-10-03,First Class
CA-2019-115420,2019-05-02,Standard Class
CA-2020-157588,2020-07-19,Standard Class
CA-2019-167255,2019-09-29,Second Class
CA-2021-162096,2021-11-10,Same Day
CA-2020-157161,2020-07-20,Second Class
CA-2019-110765,2019-10-20,Second Class
CA-2020-163937,2020-01-13,Second Class
CA-2021-153822,2021-09-25,Standard Class
CA-2021-146185,2021-09-19,Standard Class
CA-2019-112144,2019-07-02,Standard Class
US-2020-119298,2020-11-28,First Class
CA-2021-155159,2021-11-29,Second Class
CA-2021-149076,2021-01-19,Standard Class
CA-2018-146990,2018-11-08,First Class
CA-2020-116526,2020-09-05,Standard Class
CA-2021-158561,2021-11-16,Second Class
CA-2021-165099,2021-12-13,First Class
CA-2019-109386,2019-11-13,Second Class
CA-2019-166800,2019-11-26,Standard Class
CA-2021-117443,2021-12-25,Second Class
US-2020-134369,2020-09-22,Standard Class
CA-2021-123687,2021-05-29,First Class
CA-2019-104871,2019-04-03,Standard Class
CA-2018-133158,2018-08-21,Second Class
CA-2018-126333,2018-12-28,Standard Class
CA-2019-141740,2019-11-05,Standard Class
CA-2018-119466,2018-12-21,Standard Class
CA-2019-154823,2019-08-25,Standard Class
US-2018-135881,2018-05-27,Standard Class
CA-2021-141201,2021-12-11,Second Class
CA-2018-114790,2018-03-13,Second Class
US-2020-154256,2020-06-27,Second Class
CA-2018-124737,2018-08-27,Standard Class
US-2021-101840,2021-02-12,Standard Class
CA-2021-131653,2021-02-05,Standard Class
US-2020-157840,2020-12-23,Second Class
CA-2020-145548,2020-11-16,Standard Class
CA-2021-119494,2021-11-13,Standard Class
CA-2018-124618,2018-05-04,Second Class
CA-2021-161970,2021-09-27,Standard Class
CA-2021-103443,2021-12-23,Standard Class
US-2021-165358,2021-07-23,Standard Class
CA-2020-160136,2020-11-09,Standard Class
CA-2018-150581,2018-04-12,Standard Class
CA-2020-119515,2020-08-16,First Class
CA-2018-141355,2018-09-30,Standard Class
CA-2020-165330,2020-12-11,Same Day
CA-2019-132633,2019-02-05,Second Class
CA-2020-157742,2020-12-31,Second Class
CA-2021-127712,2021-09-05,Standard Class
CA-2021-169474,2021-02-09,Standard Class
CA-2018-106726,2018-12-08,First Class
CA-2020-147473,2020-06-03,Standard Class
CA-2020-114209,2020-05-26,Standard Class
CA-2018-141901,2018-08-14,Standard Class
CA-2020-164490,2020-09-10,Second Class
CA-2020-112256,2020-07-28,Standard Class
CA-2020-167416,2020-05-17,Standard Class
CA-2020-106950,2020-09-06,Standard Class
CA-2021-118724,2021-07-25,Second Class
CA-2021-112004,2021-09-28,First Class
US-2021-143175,2021-08-06,Second Class
CA-2019-105844,2019-10-27,Second Class
CA-2021-118864,2021-06-19,Second Class
CA-2019-119480,2019-01-13,Standard Class
US-2019-153374,2019-02-13,Second Class
CA-2020-101980,2020-08-20,First Class
CA-2021-144596,2021-11-10,Standard Class
CA-2019-124933,2019-12-30,Second Class
CA-2018-159625,2018-11-28,Standard Class
CA-2020-144337,2020-08-05,Second Class
CA-2018-117478,2018-09-24,First Class
CA-2021-147410,2021-09-08,Standard Class
CA-2021-128944,2021-06-21,Second Class
CA-2020-109666,2020-04-26,Standard Class
US-2020-102239,2020-05-06,First Class
CA-2018-143168,2018-10-23,Second Class
CA-2021-104906,2021-02-17,Standard Class
CA-2021-118122,2021-11-24,Standard Class
US-2018-147774,2018-01-26,Standard Class
CA-2021-166926,2021-12-08,Standard Class
CA-2019-128013,2019-08-16,Standard Class
CA-2020-123176,2020-09-29,Second Class
US-2020-117541,2020-11-20,Standard Class
CA-2020-166282,2020-04-22,Standard Class
CA-2021-141439,2021-12-01,Standard Class
CA-2019-163965,2019-11-27,Standard Class
CA-2021-128783,2021-09-07,Same Day
CA-2018-122217,2018-11-29,Standard Class
US-2021-141558,2021-03-16,Standard Class
CA-2020-139941,2020-06-17,Standard Class
CA-2019-166583,2019-06-30,Standard Class
CA-2021-100412,2021-12-26,Standard Class
CA-2021-142909,2021-12-25,Second Class
CA-2018-137911,2018-10-15,Standard Class
CA-2019-106208,2019-12-15,Standard Class
US-2019-136749,2019-12-27,Second Class
CA-2021-126718,2021-05-04,Standard Class
CA-2020-131380,2020-03-31,Second Class
CA-2019-145835,2019-05-18,Second Class
CA-2018-138709,2018-07-09,Standard Class
CA-2018-122070,2018-04-24,Second Class
CA-2020-158610,2020-09-22,First Class
CA-2018-117464,2018-07-24,Second Class
